utorso,-0.23105179235,0.172224311586,0.423222166374,0.0531126468331,-0.996258907629,0.0681706367532,
l_ufarm,-0.0621779970825,0.0118730899474,0.00143361403211,0.99979729706,-0.0131220648268,0.0152701082604,
l_ufarm,-0.0512127065215,0.125781049776,-0.00390270260086,0.997883723585,5.55111512313e-17,0.0650236434199,
l_ufarm,-0.00219169648956,0.114789603722,0.0474237273975,0.0131042272248,0.110528213395,-0.993786593426,
utorso,0.273527384978,-0.00861773451584,0.365119482075,-0.999951985533,0.00972553459004,-0.00120025215187,
utorso,-0.23133859244,0.172224220292,0.0970018739677,0.050811687481,-0.988136008789,-0.14493239993,
l_ufarm,0.0024012583958,0.0812553978302,-0.0401770174503,0.0634996386047,0.13707550055,0.988523192973,
l_uarm,-0.00737214570707,-0.0357454156017,-0.0688123717156,0.0456920989067,-0.2267766962,0.972874381489,
l_uarm,0.0632664486766,-0.0321387917808,0.00698320268647,-1.0,-8.32667268469e-17,2.77555756156e-17,
pelvis,-0.154778510332,0.00160343469732,-0.00296150537943,1.0,1.98523347013e-20,2.16840434497e-19,
l_scap,0.0727665275335,-0.102910331689,-0.00876593392065,-1.0,2.60208521397e-18,1.2294852636e-16,
pelvis,-0.112653968448,-0.0048422948421,-0.145453993992,-0.0371690952951,-2.71050543121e-20,0.99930899043,
pelvis,-0.114177569463,-0.056638385065,-0.145359309174,-0.0273913719863,1.35525271561e-20,0.999624785978,
l_scap,-0.0818915599856,-0.110443791224,-0.0190796401894,1.0,-3.55618312575e-17,-2.65666955129e-07,
pelvis,-0.111363139023,0.0525574508649,-0.145534213123,-0.0454524268939,1.35525271561e-20,0.998966504388,
